Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category
43,M,2,College,Married,$80K - $120K
33,F,2,High School,Divorced,$80K - $120K
45,M,1,Uneducated,Single,$60K - $80K
49,F,2,High School,Married,Less than $40K
38,F,1,Doctorate,Single,Less than $40K
43,M,5,Uneducated,Married,$120K +
42,F,4,Uneducated,Single,Less than $40K
42,F,4,Uneducated,Single,Less than $40K
39,F,2,Doctorate,Married,Less than $40K
48,M,2,Uneducated,Single,$40K - $60K
56,F,2,Doctorate,Single,$40K - $60K
39,F,2,Uneducated,Single,Less than $40K
39,M,2,Graduate,Single,$40K - $60K
48,F,3,Graduate,Married,$40K - $60K
52,F,2,College,Married,$40K - $60K
44,F,3,High School,Married,Less than $40K
44,M,1,Graduate,Married,$60K - $80K
41,F,3,College,Single,$40K - $60K
44,M,2,Graduate,Single,$80K - $120K
42,M,3,High School,Married,$80K - $120K
49,M,3,High School,Married,$60K - $80K
38,F,0,High School,Single,Less than $40K
57,M,3,Graduate,Married,$60K - $80K
33,M,2,Uneducated,Single,$40K - $60K
61,F,0,Graduate,Married,$40K - $60K
41,F,4,Doctorate,Single,Less than $40K
40,F,3,High School,Divorced,$40K - $60K
51,F,2,Graduate,Single,$40K - $60K
34,F,1,College,Married,Less than $40K
42,M,4,Uneducated,Married,$60K - $80K
38,F,2,High School,Married,$40K - $60K
41,F,2,Uneducated,Single,Less than $40K
53,F,3,Graduate,Divorced,Less than $40K
45,F,3,Graduate,Single,$40K - $60K
43,F,4,Graduate,Single,Less than $40K
41,F,3,Graduate,Married,Less than $40K
50,M,1,College,Married,$80K - $120K
51,F,2,Uneducated,Married,$40K - $60K
47,M,3,Graduate,Married,$80K - $120K
41,F,2,Graduate,Married,Less than $40K
55,F,3,High School,Single,$40K - $60K
53,F,3,Post-Graduate,Married,Less than $40K
46,F,3,High School,Married,Less than $40K
53,M,1,Post-Graduate,Single,$60K - $80K
48,F,5,Graduate,Married,Less than $40K
46,F,3,Uneducated,Married,$40K - $60K
46,F,2,High School,Single,Less than $40K
47,F,4,Graduate,Married,Less than $40K
49,F,5,High School,Married,$40K - $60K
47,F,1,Uneducated,Single,Less than $40K
54,F,2,Uneducated,Single,Less than $40K
41,M,2,Graduate,Married,$80K - $120K
39,F,4,College,Married,$40K - $60K
54,F,3,College,Married,Less than $40K
42,F,3,High School,Single,$40K - $60K
52,F,3,High School,Married,Less than $40K
60,F,0,Uneducated,Single,Less than $40K
40,M,3,Uneducated,Divorced,$80K - $120K
48,F,1,Uneducated,Single,Less than $40K
51,F,1,Graduate,Married,Less than $40K
48,M,3,Graduate,Single,$80K - $120K
46,F,1,Graduate,Single,Less than $40K
50,F,2,Graduate,Single,$80K - $120K
54,F,2,Doctorate,Married,$40K - $60K
37,F,2,Graduate,Divorced,Less than $40K
43,F,3,Graduate,Married,Less than $40K
54,F,4,College,Single,$80K - $120K
60,F,1,Graduate,Single,Less than $40K
51,M,2,Graduate,Married,$60K - $80K
39,F,4,High School,Single,$80K - $120K
47,M,1,High School,Single,$80K - $120K
51,F,2,Graduate,Married,Less than $40K
30,F,1,Uneducated,Divorced,Less than $40K
34,F,2,Graduate,Single,$80K - $120K
49,F,2,Uneducated,Single,Less than $40K
51,M,2,Graduate,Single,$60K - $80K
50,M,1,High School,Married,$80K - $120K
32,F,2,Post-Graduate,Single,Less than $40K
50,F,2,Post-Graduate,Married,$80K - $120K
40,M,4,Graduate,Married,$80K - $120K
34,F,2,Graduate,Married,Less than $40K
50,M,2,Graduate,Single,$120K +
45,M,4,College,Married,$60K - $80K
45,F,3,High School,Single,$80K - $120K
45,F,3,College,Married,Less than $40K
43,F,5,Uneducated,Single,Less than $40K
65,M,0,Graduate,Single,$40K - $60K
47,F,4,Graduate,Single,Less than $40K
42,F,2,Uneducated,Single,Less than $40K
51,F,4,Graduate,Single,Less than $40K
44,M,5,High School,Single,$80K - $120K
43,M,2,Post-Graduate,Married,$120K +
44,F,2,Graduate,Single,Less than $40K
50,F,1,Post-Graduate,Married,$40K - $60K
53,F,3,High School,Divorced,$80K - $120K
42,F,3,Graduate,Single,Less than $40K
55,F,2,Graduate,Single,Less than $40K
59,M,1,High School,Single,$60K - $80K
58,F,1,Graduate,Single,$40K - $60K
60,F,2,College,Married,Less than $40K
49,F,2,Uneducated,Married,$80K - $120K
42,F,4,Graduate,Divorced,$80K - $120K
44,F,3,Graduate,Married,Less than $40K
56,M,1,High School,Single,$80K - $120K
52,M,2,Graduate,Single,$80K - $120K
54,M,2,Graduate,Married,$80K - $120K
55,M,2,Graduate,Married,$60K - $80K
57,M,1,Graduate,Single,$60K - $80K
43,F,2,Graduate,Married,Less than $40K
47,F,4,Graduate,Married,Less than $40K
56,F,1,Uneducated,Married,Less than $40K
44,F,2,Graduate,Married,Less than $40K
37,M,3,Graduate,Single,$80K - $120K
49,F,2,Graduate,Married,Less than $40K
51,F,2,Graduate,Single,Less than $40K
47,F,5,Graduate,Single,$40K - $60K
45,F,5,Graduate,Married,$80K - $120K
38,F,4,High School,Single,$40K - $60K
48,M,4,Graduate,Single,$40K - $60K
41,M,4,Graduate,Married,$80K - $120K
54,F,2,Uneducated,Single,Less than $40K
39,M,2,Uneducated,Single,$80K - $120K
38,M,0,High School,Single,$80K - $120K
64,M,0,College,Single,$40K - $60K
55,M,2,Doctorate,Single,$80K - $120K
50,M,2,Uneducated,Married,$120K +
55,F,1,Doctorate,Married,$80K - $120K
44,F,5,Graduate,Single,$80K - $120K
55,M,2,High School,Single,$120K +
58,M,0,Graduate,Divorced,$80K - $120K
51,F,2,Uneducated,Single,Less than $40K
53,F,1,Post-Graduate,Single,$40K - $60K
42,F,3,Uneducated,Married,$80K - $120K
45,M,5,Graduate,Single,Less than $40K
60,F,0,Graduate,Married,Less than $40K
42,F,3,College,Single,Less than $40K
55,F,2,Uneducated,Married,Less than $40K
51,F,2,High School,Married,Less than $40K
51,F,1,Graduate,Married,Less than $40K
65,M,2,Graduate,Single,Less than $40K
50,M,4,Graduate,Married,$80K - $120K
49,F,3,Uneducated,Married,Less than $40K
38,F,2,Graduate,Single,Less than $40K
54,F,3,Doctorate,Single,Less than $40K
54,F,1,High School,Married,Less than $40K
54,F,3,Graduate,Single,$40K - $60K
49,F,3,Graduate,Single,$80K - $120K
43,F,1,Graduate,Single,Less than $40K
43,M,2,Graduate,Married,$80K - $120K
57,F,1,Uneducated,Divorced,Less than $40K
46,F,2,Graduate,Married,Less than $40K
53,F,2,Graduate,Single,Less than $40K
43,F,3,Post-Graduate,Single,$40K - $60K
49,M,2,Uneducated,Married,$60K - $80K
51,M,3,Uneducated,Married,$120K +
56,F,3,High School,Married,Less than $40K
46,F,4,Graduate,Single,$40K - $60K
54,F,2,Graduate,Single,Less than $40K
51,M,1,High School,Single,$80K - $120K
33,F,3,Graduate,Married,Less than $40K
55,M,3,Graduate,Married,$60K - $80K
55,M,1,Uneducated,Single,$120K +
41,F,3,Graduate,Married,Less than $40K
50,F,1,Uneducated,Single,Less than $40K
39,F,0,High School,Single,Less than $40K
38,F,1,Uneducated,Married,Less than $40K
40,F,1,High School,Single,Less than $40K
58,M,1,Uneducated,Single,$60K - $80K
43,F,4,Uneducated,Single,Less than $40K
56,F,2,Uneducated,Single,Less than $40K
58,M,4,College,Single,$80K - $120K
29,F,1,Uneducated,Single,Less than $40K
48,F,4,Doctorate,Divorced,$40K - $60K
61,F,0,Uneducated,Single,$40K - $60K
51,M,2,College,Single,$80K - $120K
44,F,3,College,Married,$80K - $120K
35,F,2,Uneducated,Single,$80K - $120K
48,F,3,Uneducated,Divorced,Less than $40K
26,M,0,Graduate,Married,Less than $40K
39,F,1,Graduate,Married,Less than $40K
38,M,2,College,Married,$80K - $120K
51,F,1,Doctorate,Single,Less than $40K
37,F,2,Uneducated,Married,Less than $40K
53,F,2,Doctorate,Single,$80K - $120K
53,F,2,High School,Single,Less than $40K
39,F,2,Uneducated,Single,Less than $40K
56,F,4,High School,Single,$40K - $60K
52,F,4,Graduate,Married,Less than $40K
51,F,2,Graduate,Divorced,$80K - $120K
43,F,3,Graduate,Married,Less than $40K
51,F,1,High School,Single,Less than $40K
53,F,2,Graduate,Single,Less than $40K
54,F,3,High School,Married,Less than $40K
36,F,4,High School,Married,$40K - $60K
53,F,0,High School,Married,Less than $40K
39,F,3,Uneducated,Divorced,$80K - $120K
46,M,3,Graduate,Married,$80K - $120K
56,M,2,Graduate,Single,$80K - $120K
40,F,4,Graduate,Married,$80K - $120K
42,F,3,High School,Single,$40K - $60K
43,F,5,Graduate,Single,Less than $40K
47,F,3,Graduate,Married,Less than $40K
49,F,4,Graduate,Single,$80K - $120K
48,F,4,Uneducated,Married,Less than $40K
47,F,4,Graduate,Married,Less than $40K
48,M,3,Post-Graduate,Married,$40K - $60K
36,F,2,High School,Married,$40K - $60K
47,F,3,Graduate,Married,$80K - $120K
49,F,3,Uneducated,Single,Less than $40K
51,F,3,High School,Married,Less than $40K
54,F,2,Graduate,Married,Less than $40K
43,F,4,Graduate,Single,Less than $40K
49,F,1,Graduate,Married,$40K - $60K
40,F,4,Graduate,Single,Less than $40K
40,M,3,Graduate,Married,$60K - $80K
60,M,1,Uneducated,Married,Less than $40K
50,F,1,Doctorate,Single,$80K - $120K
46,F,4,High School,Married,Less than $40K
35,F,3,Uneducated,Married,$80K - $120K
65,M,1,Graduate,Single,$40K - $60K
52,M,3,Graduate,Single,$60K - $80K
44,M,2,Graduate,Single,$80K - $120K
35,F,4,College,Married,Less than $40K
45,M,3,Graduate,Married,$80K - $120K
56,F,1,Graduate,Married,Less than $40K
50,F,1,High School,Married,$40K - $60K
52,F,3,Graduate,Married,$80K - $120K
37,F,1,High School,Single,$80K - $120K
44,M,2,College,Married,$60K - $80K
35,F,3,Graduate,Married,Less than $40K
42,M,4,Uneducated,Married,$120K +
48,F,4,College,Married,$40K - $60K
47,F,4,Doctorate,Single,Less than $40K
43,F,4,Graduate,Married,Less than $40K
39,F,1,Uneducated,Single,Less than $40K
39,M,2,High School,Married,$40K - $60K
48,F,3,High School,Married,Less than $40K
42,F,5,Graduate,Married,Less than $40K
34,F,3,Graduate,Single,$80K - $120K
43,F,4,College,Single,$40K - $60K
50,F,2,Graduate,Married,Less than $40K
55,F,2,Graduate,Single,$80K - $120K
50,F,1,Post-Graduate,Single,$40K - $60K
44,F,1,Graduate,Single,Less than $40K
54,F,3,Uneducated,Single,Less than $40K
40,F,3,College,Single,Less than $40K
40,M,2,Graduate,Divorced,$60K - $80K
41,F,3,High School,Divorced,$80K - $120K
52,F,2,Uneducated,Married,Less than $40K
41,F,4,Graduate,Single,Less than $40K
47,F,1,Graduate,Married,Less than $40K
48,F,4,Uneducated,Married,$40K - $60K
59,M,2,Uneducated,Single,$40K - $60K
41,M,3,High School,Married,$80K - $120K
50,M,3,Graduate,Single,$40K - $60K
38,F,3,Graduate,Married,Less than $40K
50,M,1,Doctorate,Married,$80K - $120K
40,F,5,Graduate,Married,Less than $40K
39,F,4,Uneducated,Single,Less than $40K
40,F,1,High School,Divorced,Less than $40K
41,M,4,Graduate,Single,$60K - $80K
35,F,0,Graduate,Married,Less than $40K
48,F,5,Uneducated,Married,$40K - $60K
49,M,4,Graduate,Married,$80K - $120K
55,M,2,Doctorate,Married,$60K - $80K
58,M,3,Graduate,Single,$80K - $120K
43,F,2,High School,Single,$40K - $60K
35,F,2,Graduate,Married,Less than $40K
40,F,3,Graduate,Single,Less than $40K
43,F,3,Graduate,Single,Less than $40K
48,F,3,High School,Single,$40K - $60K
32,F,0,Graduate,Single,Less than $40K
61,F,0,Graduate,Married,$80K - $120K
53,F,1,Uneducated,Single,Less than $40K
42,F,3,Uneducated,Divorced,Less than $40K
45,M,2,High School,Single,$120K +
56,F,2,Uneducated,Single,$40K - $60K
40,F,4,Uneducated,Single,Less than $40K
57,M,2,Graduate,Married,$80K - $120K
40,M,2,High School,Divorced,$40K - $60K
48,M,4,Graduate,Single,$80K - $120K
42,F,3,Graduate,Married,$40K - $60K
49,F,4,Doctorate,Single,$40K - $60K
44,F,4,Graduate,Married,$40K - $60K
48,F,3,Uneducated,Single,$80K - $120K
43,F,2,Graduate,Divorced,Less than $40K
45,F,2,Graduate,Married,Less than $40K
40,F,1,High School,Married,Less than $40K
53,M,3,Uneducated,Single,$80K - $120K
38,F,2,Graduate,Single,Less than $40K
39,F,2,High School,Single,Less than $40K
39,M,3,High School,Married,$60K - $80K
40,M,3,Post-Graduate,Married,$120K +
54,F,3,Graduate,Married,$80K - $120K
46,F,3,Graduate,Divorced,Less than $40K
44,F,3,Uneducated,Single,Less than $40K
44,F,4,Graduate,Married,$40K - $60K
50,F,5,Uneducated,Married,$80K - $120K
39,F,2,Graduate,Single,Less than $40K
37,F,2,High School,Single,Less than $40K
49,F,3,Graduate,Single,Less than $40K
36,F,3,Graduate,Single,$40K - $60K
53,F,3,Uneducated,Married,$40K - $60K
52,M,3,Uneducated,Single,$60K - $80K
53,F,3,Graduate,Married,Less than $40K
37,M,4,Doctorate,Single,$60K - $80K
52,F,1,Graduate,Married,$40K - $60K
49,F,2,Graduate,Married,$40K - $60K
39,F,4,Graduate,Single,Less than $40K
39,F,1,Uneducated,Married,$40K - $60K
42,F,2,Graduate,Single,Less than $40K
40,F,2,Uneducated,Married,Less than $40K
41,F,3,Doctorate,Single,Less than $40K
45,F,2,High School,Married,Less than $40K
38,F,3,Graduate,Single,$80K - $120K
53,F,3,Graduate,Married,Less than $40K
37,F,3,Graduate,Married,$80K - $120K
39,F,2,College,Single,$80K - $120K
50,M,1,Uneducated,Married,$120K +
51,F,3,Graduate,Single,$80K - $120K
54,F,1,High School,Single,Less than $40K
50,M,2,High School,Single,$60K - $80K
49,F,5,Graduate,Divorced,$40K - $60K
59,M,0,Post-Graduate,Married,$80K - $120K
37,F,1,High School,Single,$40K - $60K
47,F,3,Graduate,Single,Less than $40K
52,F,2,High School,Divorced,Less than $40K
55,F,2,Uneducated,Married,$40K - $60K
41,F,3,College,Married,$80K - $120K
40,F,2,High School,Single,$80K - $120K
41,F,4,Graduate,Divorced,Less than $40K
48,F,2,Graduate,Married,Less than $40K
38,F,2,High School,Single,Less than $40K
52,F,2,Graduate,Married,$80K - $120K
37,F,2,Graduate,Single,$40K - $60K
45,M,0,Graduate,Married,$80K - $120K
49,F,4,Graduate,Single,Less than $40K
49,M,3,College,Single,$60K - $80K
43,M,4,Graduate,Single,$60K - $80K
47,F,2,College,Single,Less than $40K
26,F,0,Graduate,Single,$80K - $120K
51,M,3,College,Single,$40K - $60K
33,F,0,Graduate,Single,Less than $40K
52,M,2,Post-Graduate,Married,$80K - $120K
51,M,2,Post-Graduate,Single,$120K +
49,F,4,High School,Married,Less than $40K
30,F,0,High School,Single,Less than $40K
65,F,0,Graduate,Single,Less than $40K
43,F,3,Graduate,Married,$40K - $60K
42,F,5,College,Single,Less than $40K
57,M,1,High School,Married,$40K - $60K
62,F,0,Graduate,Single,$40K - $60K
48,M,4,College,Single,$80K - $120K
43,F,2,High School,Single,Less than $40K
60,F,0,Doctorate,Single,Less than $40K
45,M,1,Graduate,Married,$80K - $120K
41,F,0,High School,Married,Less than $40K
60,F,2,College,Single,Less than $40K
40,F,4,High School,Single,$40K - $60K
63,F,0,Graduate,Single,Less than $40K
42,F,4,Graduate,Single,$40K - $60K
48,M,3,Post-Graduate,Divorced,$60K - $80K
44,M,3,Graduate,Single,$40K - $60K
51,F,1,Doctorate,Married,$80K - $120K
42,M,3,High School,Single,$80K - $120K
46,F,4,Uneducated,Married,Less than $40K
42,F,4,Graduate,Single,$80K - $120K
43,F,2,College,Married,Less than $40K
43,M,3,Graduate,Married,$60K - $80K
50,F,2,Graduate,Single,Less than $40K
51,M,3,High School,Single,$80K - $120K
52,F,1,Uneducated,Single,$80K - $120K
51,F,2,College,Married,Less than $40K
60,F,1,High School,Single,Less than $40K
38,F,2,Graduate,Married,$80K - $120K
43,F,4,High School,Single,$40K - $60K
45,F,4,Graduate,Married,$80K - $120K
48,F,2,Doctorate,Married,$40K - $60K
43,M,3,Graduate,Divorced,$80K - $120K
46,M,1,Post-Graduate,Single,$60K - $80K
50,M,1,College,Single,$40K - $60K
34,F,4,Uneducated,Single,$80K - $120K
56,M,2,High School,Married,$60K - $80K
53,F,5,Doctorate,Single,Less than $40K
47,F,4,High School,Single,$40K - $60K
49,M,3,Uneducated,Single,$80K - $120K
47,F,4,Graduate,Married,Less than $40K
35,F,1,High School,Married,$80K - $120K
42,F,4,Post-Graduate,Married,Less than $40K
52,F,1,Graduate,Single,Less than $40K
49,M,3,Graduate,Single,$120K +
41,M,2,Uneducated,Married,$80K - $120K
42,F,2,Graduate,Single,Less than $40K
52,F,0,Graduate,Married,Less than $40K
52,F,2,High School,Married,$40K - $60K
44,F,2,Graduate,Married,Less than $40K
48,F,3,College,Single,$40K - $60K
51,M,2,Uneducated,Single,$60K - $80K
53,F,3,High School,Married,Less than $40K
46,F,4,Graduate,Married,Less than $40K
44,M,2,Graduate,Married,$40K - $60K
48,M,4,College,Single,$60K - $80K
38,F,3,Graduate,Divorced,$80K - $120K
34,F,1,Post-Graduate,Single,Less than $40K
46,F,4,Graduate,Single,Less than $40K
45,M,2,Graduate,Single,$60K - $80K
33,F,2,Graduate,Single,Less than $40K
43,F,4,High School,Divorced,$40K - $60K
61,F,0,Graduate,Married,Less than $40K
47,F,3,High School,Single,$40K - $60K
45,F,3,Uneducated,Married,Less than $40K
50,M,4,College,Single,$40K - $60K
57,M,2,Graduate,Single,$120K +
45,F,3,College,Single,$80K - $120K
50,F,3,Graduate,Divorced,Less than $40K
51,F,1,Doctorate,Married,Less than $40K
53,F,3,Uneducated,Divorced,Less than $40K
55,F,1,Graduate,Married,Less than $40K
40,F,1,High School,Married,$80K - $120K
52,F,3,College,Married,Less than $40K
48,M,4,Graduate,Married,$60K - $80K
44,F,1,Graduate,Single,$80K - $120K
60,F,1,Graduate,Single,$80K - $120K
65,F,0,Graduate,Single,Less than $40K
46,F,5,High School,Single,Less than $40K
62,M,0,High School,Single,$60K - $80K
47,F,2,College,Married,Less than $40K
50,M,2,Post-Graduate,Divorced,$40K - $60K
45,F,4,Graduate,Married,Less than $40K
46,M,3,College,Single,$120K +
38,F,2,Doctorate,Married,Less than $40K
49,M,3,College,Single,Less than $40K
47,M,3,College,Married,$60K - $80K
47,F,3,Graduate,Married,Less than $40K
55,F,2,Uneducated,Divorced,Less than $40K
62,M,1,Graduate,Single,$60K - $80K
55,M,2,Uneducated,Single,$60K - $80K
33,M,2,Graduate,Married,$60K - $80K
41,F,5,Uneducated,Single,$40K - $60K
54,F,1,Graduate,Married,Less than $40K
43,F,3,Graduate,Single,$40K - $60K
52,M,3,Graduate,Married,$80K - $120K
47,F,4,Graduate,Single,Less than $40K
52,F,3,Graduate,Single,Less than $40K
45,F,4,High School,Married,$40K - $60K
50,F,4,Graduate,Single,$80K - $120K
44,M,3,Graduate,Single,$40K - $60K
42,F,2,Graduate,Married,Less than $40K
53,F,3,Post-Graduate,Divorced,$80K - $120K
51,M,2,College,Married,$80K - $120K
52,M,3,College,Married,$120K +
52,F,2,High School,Married,Less than $40K
50,F,1,Graduate,Married,$40K - $60K
38,M,1,College,Married,$60K - $80K
50,F,2,High School,Married,$40K - $60K
51,F,2,Doctorate,Single,$80K - $120K
48,M,2,Graduate,Single,$60K - $80K
47,M,3,Graduate,Married,$60K - $80K
51,F,2,Doctorate,Divorced,$80K - $120K
36,F,1,Uneducated,Single,$80K - $120K
45,F,5,Post-Graduate,Married,$80K - $120K
53,F,1,Graduate,Single,Less than $40K
54,F,1,Uneducated,Married,$80K - $120K
53,F,3,Graduate,Married,Less than $40K
47,F,4,Doctorate,Single,Less than $40K
51,F,2,Graduate,Married,$80K - $120K
40,F,4,College,Single,Less than $40K
43,M,3,Post-Graduate,Single,$60K - $80K
50,F,1,Graduate,Single,Less than $40K
53,F,3,Doctorate,Single,$80K - $120K
59,F,1,High School,Single,Less than $40K
49,F,0,Graduate,Single,$80K - $120K
47,F,1,Graduate,Married,$40K - $60K
56,M,2,Graduate,Single,$60K - $80K
48,F,1,Graduate,Married,$80K - $120K
55,M,0,High School,Divorced,$80K - $120K
34,F,4,Graduate,Single,$40K - $60K
58,F,2,High School,Married,$80K - $120K
39,F,2,College,Married,$40K - $60K
47,F,4,Graduate,Married,Less than $40K
47,F,2,Uneducated,Single,Less than $40K
37,F,2,High School,Married,$40K - $60K
50,F,1,Graduate,Married,Less than $40K
53,F,2,Uneducated,Single,$80K - $120K
53,F,4,Doctorate,Married,Less than $40K
59,F,0,Graduate,Married,$80K - $120K
63,M,0,Doctorate,Single,$80K - $120K
41,F,1,Doctorate,Divorced,Less than $40K
51,F,1,Graduate,Married,Less than $40K
38,F,2,Graduate,Married,Less than $40K
40,F,3,Doctorate,Married,Less than $40K
51,F,2,Doctorate,Single,Less than $40K
41,M,5,Graduate,Single,$80K - $120K
58,F,0,High School,Single,Less than $40K
33,F,2,Graduate,Single,Less than $40K
38,F,3,Graduate,Single,Less than $40K
42,F,4,Post-Graduate,Married,Less than $40K
44,F,2,High School,Single,Less than $40K
